"Create_date","OptIn_date","OptOut_date","Email_status"
"04/18/2020 10:15 PM","03/23/2015 08:04 PM",,"OptIn"
"08/10/2021 01:26 PM",,,"Unsubscribed"
"01/18/2021 01:03 AM","07/01/2018 02:08 PM",,"OptIn"
"12/05/2020 03:53 PM","12/24/2017 08:14 AM",,"OptIn"
"07/14/2020 03:01 AM","04/02/2016 07:47 PM",,"OptIn"
"12/16/2020 04:27 AM","02/08/2018 05:43 AM",,"OptIn"
"05/27/2021 05:46 AM","01/15/2020 08:16 PM",,"OptIn"
"07/16/2021 06:27 PM","08/23/2020 06:15 AM",,"Soft Bounce"
"01/12/2021 12:50 PM",,,"OptOut"
"11/29/2020 09:35 PM","11/29/2017 05:01 AM",,"OptIn"
"01/29/2021 10:58 PM","08/22/2018 01:08 PM",,"Hard Bounce"
"10/27/2020 08:38 PM","07/08/2017 03:39 AM",,"Hard Bounce"
"12/18/2020 11:54 PM","02/20/2018 11:55 AM",,"OptIn"
"02/07/2021 08:07 AM","09/28/2018 02:25 AM",,"OptIn"
"02/07/2021 06:24 AM","09/27/2018 06:58 PM",,"OptIn"
"02/20/2021 06:56 PM","11/25/2018 05:23 PM",,"OptIn"
"08/31/2020 03:28 PM","10/31/2016 09:21 AM",,"OptIn"
"08/07/2021 04:59 AM",,,"Unsubscribed"
"11/29/2020 07:23 PM","11/28/2017 07:26 PM",,"Soft Bounce"
"08/03/2021 09:17 PM","11/10/2020 05:42 AM",,"OptIn"
"07/21/2020 04:05 AM",,,"OptIn"
"07/25/2020 12:34 AM",,,"OptIn"
"08/26/2021 09:29 AM","02/16/2021 09:43 AM",,"OptIn"
"02/10/2021 10:09 AM",,"02/10/2021 10:09 AM","optout"
"12/18/2020 03:03 PM","02/18/2018 09:21 PM",,"Soft Bounce"
"02/05/2021 09:35 AM","09/19/2018 03:29 PM",,"OptIn"
"05/17/2021 07:25 PM","12/05/2019 05:04 PM",,"OptIn"
"08/20/2020 07:44 PM",,,"OptIn"
"02/24/2021 01:35 AM",,,"OptOut"
"01/22/2021 12:15 PM",,,"OptOut"
"03/06/2021 05:43 AM",,,"OptOut"
"10/13/2021 06:07 AM","09/13/2021 04:24 AM","10/13/2021 06:07 AM","Unsubscribed"
"06/29/2021 02:59 PM","06/09/2020 11:39 AM",,"OptIn"
"09/17/2021 06:42 PM","05/25/2021 01:46 AM",,"OptIn"
"06/26/2021 12:35 PM","05/26/2020 11:13 PM",,"OptIn"
"01/01/2021 06:28 AM","04/19/2018 10:19 AM",,"OptIn"
"09/11/2021 08:15 AM","04/27/2021 12:10 AM",,"OptIn"
"06/09/2020 05:13 PM","11/04/2015 05:06 PM",,"OptIn"
"06/22/2021 06:59 PM","05/10/2020 04:24 PM","06/22/2021 06:59 PM","optout"
"08/22/2020 08:05 PM",,,"OptIn"
"07/05/2021 07:59 PM","07/06/2020 01:31 PM",,"OptIn"
"07/04/2021 06:08 PM","07/01/2020 08:48 PM",,"Hard Bounce"
"09/10/2021 08:03 AM",,"09/10/2021 08:03 AM","Unsubscribed"
"04/15/2021 09:15 AM","07/17/2019 08:11 AM",,"OptIn"
"04/24/2020 04:50 AM",,,"OptOut"
"05/07/2021 11:55 PM","10/23/2019 10:58 PM",,"OptIn"
"08/21/2021 05:58 PM","01/27/2021 03:22 AM","08/21/2021 05:58 PM","Unsubscribed"
"12/23/2020 10:01 AM","03/11/2018 06:46 PM",,"OptIn"
"07/28/2021 11:35 PM","10/15/2020 12:41 PM",,"OptIn"
"03/18/2020 09:56 AM","11/06/2014 01:46 PM",,"OptIn"
"06/05/2021 05:21 PM",,,"OptOut"
"04/09/2021 10:07 PM","06/23/2019 12:13 PM",,"OptIn"
"09/29/2021 01:36 PM",,,"OptOut"
"09/30/2021 03:40 AM","07/18/2021 12:56 AM",,"OptIn"
"03/23/2020 10:13 PM","11/30/2014 02:44 PM",,"OptIn"
"06/19/2021 05:11 PM",,,"Unsubscribed"
"05/13/2020 10:56 AM","07/08/2015 08:31 PM",,"OptIn"
"09/28/2021 02:31 AM","07/09/2021 02:35 AM",,"Hard Bounce"
"07/04/2021 11:44 AM","06/30/2020 04:50 PM",,"OptIn"
"11/04/2020 08:17 AM","08/09/2017 07:10 PM",,"OptIn"
"12/20/2020 05:12 PM","02/28/2018 12:03 AM",,"OptIn"
"04/10/2021 03:53 AM","06/24/2019 01:24 PM",,"OptIn"
"05/21/2021 03:54 AM",,,"OptOut"
"07/11/2021 01:51 PM",,,"OptOut"
"02/03/2021 01:42 AM","09/09/2018 11:45 AM",,"OptIn"
"05/30/2021 11:18 PM",,,"OptOut"
"07/17/2021 11:46 PM","08/28/2020 02:08 PM",,"OptIn"
"10/17/2021 09:31 PM","10/03/2021 10:15 AM",,"Hard Bounce"
"09/13/2021 01:07 PM","05/06/2021 02:45 PM",,"OptIn"
"04/22/2020 07:40 PM",,,"OptIn"
"04/28/2021 09:07 PM","09/14/2019 04:41 AM",,"OptIn"
"08/20/2021 05:58 AM","01/20/2021 02:22 PM",,"OptIn"
"09/08/2021 02:18 PM","04/15/2021 12:31 AM",,"OptIn"
"08/19/2020 06:26 PM",,,"OptIn"
"10/15/2021 08:52 PM","09/24/2021 02:04 PM",,"OptIn"
"08/07/2021 02:22 AM","11/24/2020 05:56 AM",,"OptIn"
"10/13/2021 06:17 PM",,,"OptOut"
"05/29/2021 10:20 PM","01/27/2020 01:49 PM",,"OptIn"
"11/25/2020 09:01 AM","11/09/2017 11:30 AM",,"OptIn"
"05/15/2021 03:10 PM","11/26/2019 05:11 AM",,"OptIn"
"04/11/2021 11:18 PM","07/02/2019 10:43 AM",,"OptIn"
"02/21/2021 03:13 PM",,,"OptOut"
"07/21/2020 02:39 AM",,,"OptIn"
"08/09/2020 03:16 PM",,,"Hard Bounce"
"04/19/2021 06:07 AM","08/03/2019 05:12 AM",,"OptIn"
"06/28/2021 01:52 AM","06/02/2020 05:46 PM",,"OptIn"
"07/24/2021 06:42 AM","09/25/2020 12:23 AM",,"OptIn"
"08/16/2021 12:41 AM",,,"OptOut"
"12/29/2020 01:42 AM","04/05/2018 11:33 AM","12/29/2020 01:42 AM","Unsubscribed"
"04/10/2021 09:51 AM","06/25/2019 03:23 PM",,"Hard Bounce"
"09/12/2020 07:55 PM","12/23/2016 12:54 PM",,"OptIn"
"09/03/2021 10:00 AM","03/23/2021 09:22 AM",,"OptIn"
"07/19/2021 04:07 PM","09/04/2020 10:07 PM",,"OptIn"
"04/08/2020 11:09 PM",,,"OptIn"
"01/30/2021 08:08 PM","08/26/2018 09:27 AM",,"OptIn"
"01/29/2021 04:01 AM","08/19/2018 02:31 AM",,"OptIn"
"04/02/2020 02:05 PM",,,"Unsubscribed"
"03/28/2021 07:00 PM","05/01/2019 02:32 PM",,"OptIn"
"08/13/2021 11:56 AM","12/22/2020 03:42 AM",,"OptIn"
"10/01/2021 11:15 AM","07/23/2021 06:44 PM","10/01/2021 11:15 AM","Unsubscribed"
"07/31/2021 04:50 PM","10/27/2020 08:17 AM",,"OptIn"
"02/23/2021 10:47 AM","12/07/2018 07:49 AM",,"OptIn"
"08/06/2021 05:32 AM","11/20/2020 11:01 AM",,"OptIn"
"07/08/2021 04:56 AM","07/16/2020 09:54 PM",,"OptIn"
"02/13/2020 07:09 PM","06/13/2014 12:07 AM",,"OptIn"
"02/26/2021 07:18 PM","12/21/2018 11:03 PM",,"OptIn"
"11/27/2020 10:33 PM","11/20/2017 03:54 PM","11/27/2020 10:33 PM","Unsubscribed"
"09/06/2021 04:25 AM","04/04/2021 12:06 PM",,"OptIn"
"04/07/2021 12:34 AM",,,"OptOut"
"11/04/2020 01:41 PM","08/10/2017 06:45 PM","11/04/2020 01:41 PM","Unsubscribed"
"12/02/2020 11:24 AM","12/10/2017 10:36 AM",,"OptIn"
"05/18/2021 05:58 AM","12/07/2019 03:05 PM",,"OptIn"
"12/27/2020 01:17 PM","03/29/2018 08:41 PM",,"OptIn"
"12/22/2020 09:19 PM",,,"OptOut"
"06/29/2021 10:21 AM","06/08/2020 03:28 PM",,"OptIn"
"02/10/2021 05:42 PM","10/12/2018 10:17 PM",,"OptIn"
"03/30/2020 07:28 AM","12/28/2014 06:44 AM",,"Hard Bounce"
"06/28/2020 10:57 PM","01/27/2016 02:55 PM",,"OptIn"
"09/16/2020 09:59 AM",,"09/16/2020 09:59 AM","Unsubscribed"
"01/29/2020 07:51 AM","04/06/2014 12:44 PM",,"OptIn"
"03/27/2021 01:23 PM","04/26/2019 09:46 AM",,"Hard Bounce"
"05/29/2021 10:28 AM","01/25/2020 10:06 AM",,"OptIn"
"06/11/2021 11:09 PM","03/24/2020 10:10 AM",,"OptIn"
"06/11/2020 03:10 AM",,,"Unsubscribed"
"08/25/2021 04:32 PM",,,"optout"
"01/05/2021 06:40 AM","05/06/2018 09:55 PM",,"OptIn"
"08/18/2020 04:53 AM",,,"OptIn"
"10/02/2021 07:43 AM","07/27/2021 11:58 AM",,"OptIn"
"01/15/2020 04:53 AM",,,"Unsubscribed"
"12/03/2020 04:22 PM","12/15/2017 05:00 PM",,"Hard Bounce"
"06/13/2020 03:33 AM","11/19/2015 04:12 PM",,"OptIn"
"09/11/2021 04:52 AM","04/26/2021 09:22 AM","09/11/2021 04:52 AM","OptOut"
"09/29/2021 02:25 AM","07/13/2021 10:49 AM","09/29/2021 02:25 AM","Unsubscribed"
"02/08/2021 03:59 PM","10/03/2018 09:24 PM",,"OptIn"
"04/25/2021 03:26 AM","08/28/2019 09:31 PM",,"OptIn"
"10/21/2020 10:06 PM","06/12/2017 01:41 AM",,"OptIn"
"02/01/2021 05:04 PM",,,"OptOut"
"09/23/2020 11:56 PM","02/10/2017 05:49 AM",,"OptIn"
"08/24/2021 07:02 AM","02/07/2021 05:41 AM",,"OptIn"
"07/08/2020 05:55 PM","03/10/2016 07:41 AM",,"OptIn"
"04/08/2021 09:13 PM","06/18/2019 11:39 PM",,"Hard Bounce"
"05/04/2021 04:51 AM","10/07/2019 09:44 AM",,"OptIn"
"10/18/2021 09:17 AM","10/05/2021 01:35 PM",,"OptIn"
"03/31/2021 12:47 PM","05/13/2019 01:26 PM",,"Soft Bounce"
"01/31/2020 03:20 PM","04/16/2014 02:42 PM",,"OptIn"
"09/21/2021 10:30 PM","06/12/2021 05:02 AM",,"Soft Bounce"
"07/05/2020 12:26 PM","02/25/2016 05:47 AM","07/05/2020 12:26 PM","OptOut"
"01/13/2020 01:19 PM",,,"Unsubscribed"
"01/18/2020 04:29 PM",,,"Unsubscribed"
"10/18/2021 12:45 AM","10/04/2021 12:20 AM",,"OptIn"
"08/28/2020 04:38 PM","10/18/2016 01:25 PM",,"OptIn"
"04/10/2021 03:31 AM","06/24/2019 11:47 AM",,"OptIn"
"05/15/2021 01:37 PM",,,"OptOut"
"06/19/2020 04:02 AM","12/15/2015 10:20 PM",,"OptIn"
"09/19/2020 07:08 AM","01/20/2017 05:50 PM",,"OptIn"
"06/09/2021 07:18 PM","03/15/2020 12:01 AM",,"OptIn"
"10/16/2020 09:27 AM",,,"OptOut"
"05/29/2021 01:07 AM","01/23/2020 05:19 PM",,"OptIn"
"06/17/2020 05:02 AM","12/07/2015 09:22 AM",,"OptIn"
"12/08/2020 01:30 AM","01/03/2018 07:30 PM",,"OptIn"
"07/29/2020 03:18 AM",,,"OptIn"
"01/27/2021 07:15 AM","08/10/2018 11:13 PM",,"OptIn"
"08/09/2021 12:01 PM","12/04/2020 05:19 PM",,"Soft Bounce"
"11/16/2020 05:19 PM",,"11/16/2020 05:19 PM","Unsubscribed"
"10/02/2021 01:25 PM","07/28/2021 12:48 PM",,"OptIn"
"08/21/2021 04:58 PM","01/26/2021 11:03 PM",,"OptIn"
"07/12/2020 06:35 AM",,"07/12/2020 06:35 AM","Unsubscribed"
"02/04/2021 01:34 AM","09/13/2018 07:53 PM",,"OptIn"
"02/22/2020 03:49 PM","07/21/2014 03:39 PM",,"OptIn"
"06/07/2021 04:59 PM","03/05/2020 08:35 PM",,"Hard Bounce"
"09/22/2021 10:08 AM","06/14/2021 07:44 AM",,"OptIn"
"06/14/2021 12:05 AM",,,"Unsubscribed"
"10/05/2021 10:32 PM","08/12/2021 06:37 AM",,"OptIn"
"08/25/2020 06:20 AM",,"08/25/2020 06:20 AM","OptOut"
"09/06/2021 04:03 AM","04/04/2021 10:29 AM",,"OptIn"
"09/15/2021 03:19 AM",,,"Unsubscribed"
"04/23/2020 10:26 AM",,,"OptIn"
"11/13/2020 11:40 AM",,,"Unsubscribed"
"12/06/2020 06:59 PM","12/29/2017 06:25 AM",,"OptIn"
"06/23/2020 06:32 AM","01/02/2016 07:54 PM",,"OptIn"
"10/04/2021 11:46 PM",,,"Unsubscribed"
"10/20/2021 12:24 AM","10/12/2021 04:09 PM",,"Hard Bounce"
"09/06/2021 09:53 AM",,,"OptOut"
"10/18/2021 07:57 PM","10/07/2021 12:05 PM",,"OptIn"
"06/23/2020 08:34 AM","01/03/2016 04:49 AM",,"OptIn"
"09/21/2021 08:37 PM","06/11/2021 08:50 PM",,"OptIn"
"02/21/2021 10:53 AM",,,"OptOut"
"10/11/2021 01:35 AM","09/03/2021 03:17 PM",,"OptIn"
"10/09/2021 08:43 PM","08/29/2021 09:24 AM",,"OptIn"
"06/13/2021 12:31 AM","03/29/2020 12:48 AM",,"OptIn"
"08/28/2021 02:52 PM","02/26/2021 02:36 AM",,"OptIn"
"03/15/2020 12:50 PM",,"03/15/2020 12:50 PM","OptOut"
"08/15/2020 10:11 PM",,,"OptIn"
"07/18/2021 04:56 PM",,,"OptOut"
"08/20/2021 04:26 AM",,"08/20/2021 04:26 AM","Unsubscribed"
"09/08/2021 09:09 AM","04/14/2021 02:05 AM",,"OptIn"
"05/16/2021 05:46 AM","11/28/2019 08:48 PM",,"OptIn"
"02/28/2020 06:43 AM",,,"OptOut"
"06/04/2021 07:38 AM","02/20/2020 01:47 AM",,"OptIn"
"09/05/2020 02:58 AM","11/19/2016 10:14 PM",,"OptIn"
"10/03/2021 06:11 PM","08/02/2021 06:16 PM",,"OptIn"
"02/17/2021 01:34 PM","11/11/2018 03:58 PM",,"OptIn"
"01/23/2021 10:14 PM",,,"Unsubscribed"
"08/13/2021 05:00 AM",,,"Unsubscribed"
"06/21/2020 02:54 PM","12/26/2015 03:05 PM",,"OptIn"
"10/07/2020 06:32 PM","04/11/2017 08:42 AM",,"OptIn"
"04/05/2021 09:27 AM","06/03/2019 06:19 PM",,"OptIn"
"01/18/2021 11:48 PM","07/05/2018 05:23 PM",,"OptIn"
"12/30/2020 01:11 PM","04/11/2018 10:17 PM",,"OptIn"
"02/10/2021 08:11 AM",,,"Unsubscribed"
"05/26/2021 09:45 PM","01/14/2020 09:16 AM",,"OptIn"
"06/17/2021 09:27 AM","04/17/2020 03:29 AM",,"OptIn"
"08/19/2020 06:08 AM",,,"OptOut"
"09/19/2021 07:09 PM","06/02/2021 09:03 PM",,"OptIn"
"06/27/2021 12:42 PM",,,"OptOut"
"02/24/2021 07:06 AM","12/11/2018 12:28 AM",,"OptIn"
"10/09/2020 10:40 AM","04/18/2017 03:41 PM",,"OptIn"
"08/30/2021 11:40 AM","03/06/2021 06:00 AM",,"OptIn"
"07/03/2020 07:32 PM","02/17/2016 07:24 PM",,"OptIn"
"03/29/2020 01:17 AM","12/22/2014 11:27 PM",,"OptIn"
"03/26/2021 02:11 AM",,,"OptOut"
"02/15/2021 10:26 PM","11/04/2018 01:18 PM",,"Hard Bounce"
"01/24/2021 03:50 AM",,,"OptOut"
"03/10/2021 04:26 PM","02/11/2019 06:35 PM",,"OptIn"
"06/25/2021 10:06 PM","05/24/2020 07:59 AM",,"OptIn"
"09/15/2021 06:32 AM","05/14/2021 03:22 AM",,"OptIn"
"07/23/2021 02:36 PM","09/22/2020 02:09 AM",,"OptIn"
"12/01/2020 02:28 PM","12/06/2017 03:19 PM","12/01/2020 02:28 PM","OptOut"
"01/29/2020 03:27 PM","04/07/2014 09:51 PM",,"OptIn"
"07/28/2021 05:20 AM",,,"Unsubscribed"
"05/02/2021 03:31 PM","09/30/2019 02:57 PM",,"OptIn"
"08/15/2020 07:50 AM",,,"OptOut"
"04/05/2021 10:08 PM","06/06/2019 01:37 AM",,"OptIn"
"05/21/2021 12:39 AM","12/19/2019 05:52 PM",,"OptIn"
"06/21/2021 04:24 PM","05/05/2020 08:26 PM",,"OptIn"
"09/17/2020 06:43 AM",,,"Unsubscribed"
"12/02/2020 08:45 PM",,,"Unsubscribed"
"02/23/2020 05:58 AM","07/24/2014 05:22 AM",,"Hard Bounce"
"08/14/2021 12:49 PM","12/26/2020 04:14 PM","08/14/2021 12:49 PM","Unsubscribed"
"12/07/2020 06:34 PM","01/02/2018 01:15 PM",,"OptIn"
"02/20/2021 11:19 PM","11/26/2018 12:28 PM","02/20/2021 11:19 PM","Unsubscribed"
"11/12/2020 02:19 AM","09/12/2017 02:35 PM",,"OptIn"
"03/29/2020 08:53 AM","12/24/2014 04:15 AM",,"OptIn"
"06/27/2021 08:15 AM",,,"OptOut"
"06/24/2021 11:21 AM",,,"Unsubscribed"
"06/24/2021 03:43 AM","05/16/2020 03:11 PM",,"OptIn"
"01/25/2021 08:34 AM","08/02/2018 11:38 AM",,"OptIn"
"03/19/2020 09:29 AM","11/10/2014 08:31 PM","03/19/2020 09:29 AM","Unsubscribed"
"08/10/2021 05:35 AM","12/07/2020 09:59 PM",,"OptIn"
"11/19/2020 05:20 AM",,,"OptOut"
"06/25/2021 07:34 AM","05/21/2020 04:39 PM",,"OptIn"
"03/21/2021 10:03 PM","04/01/2019 07:28 PM",,"OptIn"
"04/11/2021 07:13 PM","07/01/2019 04:54 PM",,"OptIn"
"09/28/2021 06:32 PM","07/12/2021 12:27 AM",,"OptIn"
"08/21/2021 03:07 AM","01/24/2021 10:39 AM",,"OptIn"
"10/06/2020 10:46 PM","04/07/2017 06:29 PM",,"Soft Bounce"
"10/12/2021 04:47 PM","09/10/2021 06:13 PM",,"OptIn"
"06/02/2021 05:24 AM",,,"OptOut"
"12/28/2020 10:31 PM",,,"Unsubscribed"
"07/07/2021 06:15 AM","07/12/2020 06:58 PM",,"OptIn"
"06/12/2020 01:11 PM","11/17/2015 01:33 AM",,"OptIn"
"07/06/2021 02:57 PM","07/10/2020 12:15 AM",,"OptIn"
"07/24/2021 06:48 AM","09/25/2020 12:51 AM",,"OptIn"
"02/26/2020 09:32 AM","08/06/2014 10:53 PM",,"OptIn"
"01/12/2021 10:24 PM",,,"OptOut"
"06/21/2021 04:41 AM",,,"Unsubscribed"
"10/02/2021 07:08 AM",,"10/02/2021 07:08 AM","Unsubscribed"
"09/01/2021 12:05 PM","03/15/2021 01:07 AM",,"OptIn"
"09/14/2021 03:13 PM","05/11/2021 08:34 AM",,"OptIn"
"04/22/2020 05:20 PM",,,"OptIn"
"07/26/2021 11:53 AM",,,"OptOut"
"12/05/2020 09:11 AM","12/23/2017 03:00 AM",,"OptIn"
"05/13/2020 07:56 PM","07/10/2015 11:47 AM",,"OptIn"
"09/06/2021 08:23 AM","04/05/2021 05:23 AM",,"Hard Bounce"
"05/17/2021 11:44 AM","12/04/2019 07:31 AM",,"OptIn"
"08/13/2021 04:12 PM","12/22/2020 10:18 PM",,"OptIn"
"12/29/2020 12:27 PM","04/07/2018 10:25 AM",,"OptIn"
"11/01/2020 02:16 AM",,,"OptOut"
"12/18/2020 06:03 AM",,,"Unsubscribed"
"01/24/2021 03:29 PM","07/30/2018 09:07 AM",,"OptIn"
"06/04/2021 05:20 AM","02/19/2020 03:46 PM",,"OptIn"
"09/12/2020 10:40 PM","12/24/2016 12:50 AM",,"OptIn"
"05/11/2021 05:57 PM",,"05/11/2021 05:57 PM","OptOut"
"05/04/2021 02:26 AM","10/06/2019 11:13 PM","05/04/2021 02:26 AM","Unsubscribed"
"08/18/2020 04:58 AM",,"08/18/2020 04:58 AM","OptOut"
"07/16/2021 02:20 PM",,,"Unsubscribed"
"09/27/2020 01:43 PM","02/25/2017 07:54 PM",,"OptIn"
"09/23/2021 10:31 AM","06/18/2021 06:09 PM",,"OptIn"
"08/20/2021 04:15 PM","01/22/2021 11:15 AM",,"OptIn"
"10/29/2020 03:32 AM","07/13/2017 06:28 PM",,"OptIn"
"05/10/2020 03:17 PM",,,"Unsubscribed"
"03/03/2021 06:19 AM",,,"OptOut"
"08/10/2021 05:45 AM",,,"OptOut"
"06/04/2021 06:31 AM","02/19/2020 08:55 PM",,"OptIn"
"06/12/2021 05:36 AM","03/25/2020 02:17 PM",,"OptIn"
"06/13/2021 03:16 PM","03/31/2020 06:09 PM",,"OptIn"
"04/25/2021 07:17 AM","08/29/2019 02:18 PM",,"OptIn"
"03/23/2021 10:11 PM","04/10/2019 01:27 PM",,"OptIn"
"12/20/2020 05:26 PM","02/28/2018 01:03 AM","12/20/2020 05:26 PM","Hard Bounce"
"03/19/2021 01:47 AM",,,"OptOut"
"08/29/2021 02:13 PM",,,"Unsubscribed"
"06/12/2021 11:27 PM",,,"OptOut"
"04/23/2021 02:14 AM","08/19/2019 10:56 PM",,"OptIn"
"02/18/2021 07:28 PM",,,"Unsubscribed"
"03/10/2020 03:22 AM","10/01/2014 12:48 PM",,"OptIn"
"06/30/2021 12:49 AM","06/11/2020 06:32 AM",,"Hard Bounce"
"07/21/2021 11:07 AM","09/12/2020 05:38 PM",,"OptIn"
"10/05/2021 02:27 PM","08/10/2021 07:20 PM",,"OptIn"
"05/23/2020 04:32 AM","08/20/2015 07:20 AM",,"OptIn"
"07/11/2021 11:46 PM","08/02/2020 10:03 AM",,"OptIn"
"03/06/2021 06:09 PM","01/25/2019 03:25 PM",,"OptIn"
"07/14/2021 05:07 AM","08/12/2020 02:45 AM",,"OptIn"
"06/05/2020 05:28 AM","10/16/2015 04:09 AM",,"OptIn"
"06/29/2020 06:57 AM",,"06/29/2020 06:57 AM","OptOut"
"03/03/2020 12:58 AM","08/31/2014 01:36 PM",,"OptIn"
"03/26/2021 07:11 AM","04/20/2019 10:04 PM",,"OptIn"
"05/08/2021 11:01 PM","10/28/2019 02:43 AM",,"OptIn"
"06/06/2021 04:07 AM","02/28/2020 03:48 AM",,"OptIn"
"08/01/2021 04:06 AM",,"08/01/2021 04:06 AM","Unsubscribed"
"10/01/2021 05:16 AM",,,"Unsubscribed"
"07/23/2021 01:22 PM","09/21/2020 08:46 PM",,"OptIn"
"04/27/2020 01:34 AM",,,"OptIn"
"10/29/2020 08:54 PM","07/16/2017 10:10 PM",,"OptIn"
"07/03/2020 08:15 PM","02/17/2016 10:32 PM",,"OptIn"
"02/03/2021 08:32 AM",,,"OptOut"
"08/15/2021 05:43 PM","12/31/2020 10:14 PM",,"OptIn"
"11/27/2020 03:55 PM",,"11/27/2020 03:55 PM","Unsubscribed"
"06/16/2021 01:17 AM","04/11/2020 07:11 AM",,"OptIn"
"07/28/2021 12:46 PM","10/13/2020 01:33 PM",,"OptIn"
"05/28/2020 11:02 AM",,,"OptOut"
"06/05/2021 02:07 PM","02/25/2020 02:43 PM",,"OptIn"
"10/20/2021 01:34 AM","10/12/2021 09:15 PM",,"OptIn"
"11/09/2020 04:06 AM",,,"OptOut"
"11/04/2020 03:05 PM","08/11/2017 12:49 AM",,"OptIn"
"03/12/2021 05:42 PM","02/20/2019 05:30 PM","03/12/2021 05:42 PM","OptOut"
"03/18/2021 01:06 PM",,,"OptOut"
"07/14/2021 09:13 AM","08/12/2020 08:39 PM",,"OptIn"
"11/18/2020 03:47 PM",,,"Unsubscribed"
"07/01/2021 07:34 AM",,,"Unsubscribed"
"09/11/2020 12:04 AM","12/15/2016 01:35 PM",,"OptIn"
"08/20/2021 04:12 PM","01/22/2021 11:00 AM","08/20/2021 04:12 PM","Unsubscribed"
"08/19/2021 09:45 PM","01/19/2021 02:34 AM",,"OptIn"
"04/10/2021 02:19 AM","06/24/2019 06:33 AM",,"OptIn"
"08/21/2021 04:06 AM","01/24/2021 02:56 PM","08/21/2021 04:06 AM","OptOut"
"10/11/2021 12:25 PM","09/05/2021 02:30 PM",,"OptIn"
"07/26/2021 05:22 PM","10/05/2020 04:14 PM","07/26/2021 05:22 PM","Unsubscribed"
"06/12/2021 05:25 PM","03/27/2020 05:50 PM",,"OptIn"
"08/10/2021 09:41 PM",,,"Unsubscribed"
"03/31/2021 04:27 PM",,,"OptOut"
"07/03/2021 12:39 PM","06/26/2020 12:13 PM",,"OptIn"
"07/12/2020 04:14 AM","03/25/2016 06:43 AM","07/12/2020 04:14 AM","Unsubscribed"
"04/13/2020 11:39 PM","03/02/2015 06:48 AM",,"OptIn"
"09/20/2020 07:00 PM",,,"Unsubscribed"
"05/16/2021 12:52 AM","11/27/2019 11:27 PM",,"OptIn"
"04/29/2021 10:06 AM","09/16/2019 01:16 PM",,"Hard Bounce"
"04/30/2020 08:39 PM",,,"OptIn"
"09/08/2020 04:04 PM","12/05/2016 09:24 AM",,"OptIn"
"11/03/2020 06:36 AM","08/05/2017 03:10 AM","11/03/2020 06:36 AM","Unsubscribed"
"03/10/2020 02:25 PM",,,"OptOut"
"06/04/2021 02:30 PM",,,"Unsubscribed"
"11/07/2020 02:00 AM","08/21/2017 05:50 PM",,"OptIn"
"03/24/2020 12:09 PM","12/03/2014 03:31 AM",,"OptIn"
"08/11/2021 06:32 PM","12/14/2020 03:09 PM",,"OptIn"
"06/28/2021 05:54 PM","06/05/2020 03:43 PM","06/28/2021 05:54 PM","OptOut"
"08/23/2020 10:28 AM",,,"Hard Bounce"
"10/04/2020 08:08 AM","03/27/2017 09:18 AM",,"OptIn"
"01/26/2021 09:51 AM","08/07/2018 01:55 AM",,"OptIn"
"10/07/2021 04:42 PM","08/19/2021 10:30 PM",,"OptIn"
"06/03/2020 06:18 AM",,,"OptOut"
"12/21/2020 12:22 PM","03/03/2018 11:39 AM","12/21/2020 12:22 PM","Unsubscribed"
"01/12/2021 12:23 PM","06/07/2018 11:33 AM",,"OptIn"
"07/22/2021 02:16 PM","09/17/2020 04:03 PM",,"OptIn"
"05/02/2021 01:22 PM","09/30/2019 05:32 AM",,"OptIn"
"10/07/2021 11:21 PM",,,"Unsubscribed"
"02/04/2020 08:19 AM","05/02/2014 06:45 PM",,"OptIn"
"06/25/2021 01:16 PM","05/22/2020 05:28 PM",,"OptIn"
"07/02/2021 01:33 PM","06/22/2020 07:28 AM",,"OptIn"
"01/31/2020 04:13 PM","04/16/2014 06:32 PM",,"OptIn"
"03/16/2020 05:40 AM","10/28/2014 01:52 AM",,"OptIn"
"03/11/2020 06:49 AM",,,"Unsubscribed"
"01/26/2021 01:57 AM","08/05/2018 03:27 PM",,"OptIn"
"06/13/2020 08:11 AM",,,"Unsubscribed"
"05/27/2020 02:05 PM",,"05/27/2020 02:05 PM","OptOut"
"07/21/2020 03:14 PM",,,"Hard Bounce"
"11/10/2020 01:01 AM","09/03/2017 03:32 PM",,"OptIn"
"08/23/2021 09:01 AM","02/03/2021 05:41 AM",,"OptIn"
"08/24/2021 07:34 PM","02/09/2021 12:23 PM",,"OptIn"
"05/25/2021 05:51 PM","01/09/2020 07:35 AM",,"Hard Bounce"
"05/07/2021 07:48 PM",,,"OptOut"
"04/09/2020 08:46 AM",,,"Unsubscribed"
"03/22/2021 05:04 PM","04/05/2019 06:28 AM",,"OptIn"
"12/13/2020 01:40 PM","01/27/2018 07:56 PM",,"Hard Bounce"
"05/20/2021 12:38 PM","12/17/2019 01:27 PM",,"OptIn"
"09/23/2020 02:36 PM","02/08/2017 01:04 PM",,"OptIn"
"09/05/2020 05:03 PM","11/22/2016 11:38 AM",,"OptIn"
"09/10/2020 06:08 AM","12/12/2016 07:22 AM",,"OptIn"
"01/16/2021 03:17 PM","06/25/2018 10:52 AM",,"OptIn"
